epoch,reward
1,50.30000000000001
2,258.4
3,300.1
4,361.7
5,340.4
6,379.9
7,357.9
8,347.0
9,374.6
10,365.2
11,390.2
12,393.8
13,401.7
14,369.4
15,400.5
16,383.7
17,394.5
18,408.0
19,406.9
20,418.1
21,392.7
22,405.6
23,413.4
24,389.0
25,398.0
26,401.0
27,402.9
28,409.2
29,380.2
30,400.0
31,401.2
32,402.4
33,416.3
34,422.6
35,399.4
36,394.3
37,382.3
38,405.3
39,402.7
40,412.9
41,406.9
42,389.9
43,407.3
44,407.7
45,397.7
46,414.3
47,418.5
48,411.1
49,407.5
50,411.9
