epoch,reward
1,18.3
2,12.7
3,11.2
4,13.0
5,10.7
6,12.1
7,13.7
8,12.2
9,13.9
10,12.9
11,12.9
12,13.3
13,15.8
14,18.7
15,25.4
16,42.6
17,140.3
18,74.8
19,73.8
20,111.3
21,125.8
22,105.8
23,101.3
24,101.2
25,101.6
26,105.1
27,108.5
28,108.3
29,108.3
30,109.5
31,105.4
32,107.0
33,116.7
34,121.9
35,129.3
36,145.7
37,192.5
38,164.1
39,122.4
40,110.1
41,105.3
42,101.3
43,101.2
44,101.7
45,100.6
46,98.5
47,97.5
48,97.1
49,96.1
50,96.5
